casa,fora,gols_casa,gols_fora,resultado
France,Albania,85.0,72.0,casa
Greece,Faroe Islands,74.0,63.0,casa
Hungary,Finland,71.0,73.0,fora
Paraguay,Peru,75.0,69.0,casa
Portugal,Armenia,81.0,70.0,casa
Romania,Northern Ireland,74.0,69.0,casa
Scotland,Republic of Ireland,75.0,74.0,casa
Serbia,Denmark,75.0,77.0,fora
USA,Colombia,82.0,77.0,casa
Austria,Russia,72.0,83.0,fora
Cameroon,Congo DR,73.0,68.0,casa
Congo,Nigeria,66.0,80.0,fora
Egypt,Senegal,70.0,64.0,casa
England,Slovenia,82.0,83.0,fora
North Macedonia,Slovakia,66.0,72.0,fora
Moldova,Liechtenstein,62.0,63.0,fora
Spain,Belarus,84.0,71.0,casa
Switzerland,Lithuania,80.0,75.0,casa
Togo,Guinea,77.0,58.0,casa
Belgium,Wales,86.0,72.0,casa
Czech Republic,Iceland,85.0,57.0,casa
Italy,Croatia,84.0,76.0,casa
Netherlands,Latvia,79.0,68.0,casa
Austria,Brazil,72.0,82.0,fora
Belarus,Mexico,71.0,80.0,fora
Bolivia,Venezuela,63.0,72.0,fora
Chile,Uruguay,83.0,82.0,casa
France,Sweden,85.0,74.0,casa
Greece,Serbia,74.0,75.0,fora
Hungary,Russia,71.0,83.0,fora
IR Iran,Korea Republic,68.0,73.0,fora
Republic of Ireland,USA,74.0,82.0,fora
Italy,Albania,84.0,72.0,casa
Japan,Australia,74.0,76.0,fora
Panama,Canada,71.0,64.0,casa
Peru,Paraguay,69.0,75.0,fora
Portugal,Argentina,81.0,79.0,casa
Romania,Denmark,74.0,77.0,fora
Scotland,England,75.0,82.0,fora
Slovakia,Finland,72.0,73.0,fora
Slovenia,Colombia,83.0,77.0,casa
Spain,Germany,84.0,90.0,fora
Ukraine,Lithuania,76.0,75.0,casa
Ghana,Togo,67.0,77.0,fora
Côte d'Ivoire,Cameroon,70.0,73.0,fora
Mali,Algeria,70.0,73.0,fora
Nigeria,South Africa,80.0,77.0,casa
South Africa,Côte d'Ivoire,77.0,70.0,casa
Korea Republic,Saudi Arabia,73.0,70.0,casa
Cameroon,Congo DR,73.0,68.0,casa
Senegal,Gabon,64.0,68.0,fora
Cameroon,South Africa,73.0,77.0,fora
Cabo Verde,Congo,59.0,66.0,fora
Korea Republic,Oman,73.0,74.0,fora
Nigeria,Côte d'Ivoire,80.0,70.0,casa
Australia,Oman,76.0,74.0,casa
Senegal,Guinea,64.0,58.0,casa
Mali,South Africa,70.0,77.0,fora
Sweden,Côte d'Ivoire,74.0,70.0,casa
Canada,Iceland,64.0,57.0,casa
Australia,Korea Republic,76.0,73.0,casa
Equatorial Guinea,Congo,57.0,66.0,fora
Algeria,South Africa,73.0,77.0,fora
Canada,Iceland,64.0,57.0,casa
Finland,Sweden,73.0,74.0,fora
Ghana,Senegal,67.0,64.0,casa
Côte d'Ivoire,Guinea,70.0,58.0,casa
Mali,Cameroon,70.0,73.0,fora
Gabon,Congo,68.0,66.0,casa
Cabo Verde,Congo DR,59.0,68.0,fora
Ghana,Algeria,67.0,73.0,fora
South Africa,Senegal,77.0,64.0,casa
Cameroon,Guinea,73.0,58.0,casa
Côte d'Ivoire,Mali,70.0,70.0,empate
Equatorial Guinea,Gabon,57.0,68.0,fora
Senegal,Algeria,64.0,73.0,fora
South Africa,Ghana,77.0,67.0,casa
Cameroon,Côte d'Ivoire,73.0,70.0,casa
Chile,USA,83.0,82.0,casa
Guinea,Mali,58.0,70.0,fora
Australia,Korea Republic,76.0,73.0,casa
Congo,Congo DR,66.0,68.0,fora
Ghana,Guinea,67.0,58.0,casa
Côte d'Ivoire,Algeria,70.0,73.0,fora
Congo DR,Côte d'Ivoire,68.0,70.0,fora
Equatorial Guinea,Ghana,57.0,67.0,fora
Equatorial Guinea,Congo DR,57.0,68.0,fora
Côte d'Ivoire,Ghana,70.0,67.0,casa
USA,Panama,82.0,71.0,casa
Denmark,USA,77.0,82.0,fora
Gabon,Mali,68.0,70.0,fora
Germany,Australia,90.0,76.0,casa
Scotland,Northern Ireland,75.0,69.0,casa
Chile,IR Iran,83.0,68.0,casa
Egypt,Equatorial Guinea,70.0,57.0,casa
France,Brazil,85.0,82.0,casa
Canada,Guatemala,64.0,64.0,empate
England,Lithuania,82.0,75.0,casa
Liechtenstein,Austria,63.0,72.0,fora
North Macedonia,Belarus,66.0,71.0,fora
Moldova,Sweden,62.0,74.0,fora
Spain,Ukraine,84.0,76.0,casa
Switzerland,Estonia,80.0,64.0,casa
Bulgaria,Italy,72.0,84.0,fora
Croatia,Norway,76.0,72.0,casa
Czech Republic,Latvia,85.0,68.0,casa
Ghana,Senegal,67.0,64.0,casa
Morocco,Uruguay,69.0,82.0,fora
Netherlands,Turkey,79.0,81.0,fora
Albania,Armenia,72.0,70.0,casa
Brazil,Chile,82.0,83.0,fora
France,Denmark,85.0,77.0,casa
Hungary,Greece,71.0,74.0,fora
Republic of Ireland,Poland,74.0,80.0,fora
Côte d'Ivoire,Equatorial Guinea,70.0,57.0,casa
Northern Ireland,Finland,69.0,73.0,fora
Portugal,Serbia,81.0,75.0,casa
Romania,Faroe Islands,74.0,63.0,casa
South Africa,Nigeria,77.0,80.0,fora
Belarus,Gabon,71.0,68.0,casa
North Macedonia,Australia,66.0,76.0,fora
Oman,Algeria,74.0,73.0,casa
Austria,Bosnia and Herzegovina,72.0,82.0,fora
Estonia,Iceland,64.0,57.0,casa
Ghana,Mali,67.0,70.0,fora
Italy,England,84.0,82.0,casa
Korea Republic,New Zealand,73.0,62.0,casa
Netherlands,Spain,79.0,84.0,fora
Panama,Costa Rica,71.0,79.0,fora
Peru,Venezuela,69.0,72.0,fora
Portugal,Cabo Verde,81.0,59.0,casa
Slovakia,Czech Republic,72.0,85.0,fora
Sweden,IR Iran,74.0,68.0,casa
Switzerland,USA,80.0,82.0,fora
Ukraine,Latvia,76.0,68.0,casa
USA,Mexico,82.0,80.0,casa
Mexico,Guatemala,80.0,64.0,casa
Panama,Ecuador,71.0,72.0,fora
Hungary,Lithuania,71.0,75.0,fora
Netherlands,USA,79.0,82.0,fora
Colombia,Costa Rica,77.0,79.0,fora
Ecuador,Panama,72.0,71.0,casa
Uruguay,Guatemala,82.0,64.0,casa
Brazil,Mexico,82.0,80.0,casa
France,Belgium,85.0,86.0,fora
Republic of Ireland,England,74.0,82.0,fora
Russia,Belarus,83.0,71.0,casa
Ghana,Togo,67.0,77.0,fora
Norway,Sweden,72.0,74.0,fora
Turkey,Bulgaria,81.0,72.0,casa
Congo DR,Cameroon,68.0,73.0,fora
Finland,Estonia,73.0,64.0,casa
Germany,USA,90.0,82.0,casa
Switzerland,Liechtenstein,80.0,63.0,casa
Chile,Ecuador,83.0,72.0,casa
India,Oman,64.0,74.0,fora
Spain,Costa Rica,84.0,79.0,casa
Croatia,Italy,76.0,84.0,fora
Iceland,Czech Republic,57.0,85.0,fora
Latvia,Netherlands,68.0,79.0,fora
Mexico,Bolivia,80.0,63.0,casa
Wales,Belgium,72.0,86.0,fora
Albania,France,72.0,85.0,fora
Argentina,Paraguay,79.0,75.0,casa
Armenia,Portugal,70.0,81.0,fora
Denmark,Serbia,77.0,75.0,casa
Faroe Islands,Greece,63.0,74.0,fora
Finland,Hungary,73.0,71.0,casa
Republic of Ireland,Scotland,74.0,75.0,fora
Northern Ireland,Romania,69.0,74.0,fora
Uruguay,Jamaica,82.0,68.0,casa
Belarus,Spain,71.0,84.0,fora
Brazil,Peru,82.0,69.0,casa
Colombia,Venezuela,77.0,72.0,casa
Congo,Kenya,66.0,62.0,casa
Equatorial Guinea,Benin,57.0,56.0,casa
Gabon,Côte d'Ivoire,68.0,70.0,fora
Liechtenstein,Moldova,63.0,62.0,casa
Lithuania,Switzerland,75.0,80.0,fora
Russia,Austria,83.0,72.0,casa
Slovakia,North Macedonia,72.0,66.0,casa
Slovenia,England,83.0,82.0,casa
Chile,Mexico,83.0,80.0,casa
Ecuador,Bolivia,72.0,63.0,casa
Argentina,Uruguay,79.0,82.0,fora
Italy,Portugal,84.0,81.0,casa
Kyrgyz Republic,Australia,62.0,76.0,fora
Paraguay,Jamaica,75.0,68.0,casa
Poland,Greece,80.0,74.0,casa
Brazil,Colombia,82.0,77.0,casa
Peru,Venezuela,69.0,72.0,fora
Chile,Bolivia,83.0,63.0,casa
Mexico,Ecuador,80.0,72.0,casa
Argentina,Jamaica,79.0,68.0,casa
Uruguay,Paraguay,82.0,75.0,casa
Brazil,Venezuela,82.0,72.0,casa
Colombia,Peru,77.0,69.0,casa
Chile,Uruguay,83.0,82.0,casa
Bolivia,Peru,63.0,69.0,fora
Argentina,Colombia,79.0,77.0,casa
Brazil,Paraguay,82.0,75.0,casa
Mexico,Costa Rica,80.0,79.0,casa
Chile,Peru,83.0,69.0,casa
Argentina,Paraguay,79.0,75.0,casa
Peru,Paraguay,69.0,75.0,fora
Chile,Argentina,83.0,79.0,casa
Panama,Haiti,71.0,72.0,fora
Costa Rica,Jamaica,79.0,68.0,casa
USA,Haiti,82.0,72.0,casa
Jamaica,Canada,68.0,64.0,casa
Guatemala,Mexico,64.0,80.0,fora
USA,Panama,82.0,71.0,casa
Canada,Costa Rica,64.0,79.0,fora
Haiti,Jamaica,72.0,68.0,casa
Mexico,Costa Rica,80.0,79.0,casa
Panama,Mexico,71.0,80.0,fora
USA,Jamaica,82.0,68.0,casa
USA,Panama,82.0,71.0,casa
Jamaica,Mexico,68.0,80.0,fora
Japan,Korea Republic,74.0,73.0,casa
Congo,Ghana,65.0,70.0,fora
Azerbaijan,Croatia,55.0,81.0,fora
Belgium,Bosnia and Herzegovina,86.0,82.0,casa
Bulgaria,Norway,72.0,73.0,fora
Netherlands,Iceland,82.0,65.0,casa
Turkey,Latvia,80.0,66.0,casa
Denmark,Albania,76.0,73.0,casa
Georgia,Scotland,72.0,76.0,fora
Germany,Poland,90.0,79.0,casa
Greece,Finland,78.0,72.0,casa
Hungary,Romania,73.0,76.0,fora
Portugal,France,81.0,85.0,fora
Austria,Moldova,72.0,63.0,casa
Chile,Paraguay,83.0,75.0,casa
Costa Rica,Brazil,79.0,83.0,fora
Estonia,Lithuania,64.0,74.0,fora
Luxembourg,North Macedonia,65.0,63.0,casa
Montenegro,Liechtenstein,53.0,62.0,fora
Russia,Sweden,81.0,73.0,casa
Spain,Slovakia,86.0,72.0,casa
Switzerland,Slovenia,82.0,83.0,fora
Ukraine,Belarus,79.0,70.0,casa
Central African Republic,Congo DR,60.0,68.0,fora
Italy,Bulgaria,84.0,72.0,casa
Latvia,Czech Republic,66.0,85.0,fora
Norway,Croatia,73.0,81.0,fora
Turkey,Netherlands,80.0,82.0,fora
Wales,Israel,73.0,64.0,casa
Albania,Portugal,73.0,81.0,fora
France,Serbia,85.0,75.0,casa
Republic of Ireland,Georgia,75.0,72.0,casa
Northern Ireland,Hungary,68.0,73.0,fora
Romania,Greece,76.0,78.0,fora
Scotland,Germany,76.0,90.0,fora
Belarus,Luxembourg,70.0,65.0,casa
England,Switzerland,84.0,82.0,casa
India,IR Iran,65.0,68.0,fora
Lebanon,Korea Republic,58.0,75.0,fora
Liechtenstein,Russia,62.0,81.0,fora
North Macedonia,Spain,63.0,86.0,fora
Mexico,Argentina,80.0,79.0,casa
Moldova,Montenegro,63.0,53.0,casa
Slovakia,Ukraine,72.0,79.0,fora
Slovenia,Estonia,83.0,64.0,casa
South Africa,Senegal,78.0,68.0,casa
Sweden,Austria,73.0,72.0,casa
Albania,Serbia,73.0,75.0,fora
Argentina,Ecuador,79.0,72.0,casa
Bolivia,Uruguay,63.0,82.0,fora
Chile,Brazil,83.0,83.0,empate
Colombia,Peru,78.0,73.0,casa
Republic of Ireland,Germany,75.0,90.0,fora
Nigeria,Congo DR,81.0,68.0,casa
Northern Ireland,Greece,68.0,78.0,fora
Oman,IR Iran,71.0,68.0,casa
Portugal,Denmark,81.0,76.0,casa
Romania,Finland,76.0,72.0,casa
Scotland,Poland,76.0,79.0,fora
Venezuela,Paraguay,71.0,75.0,fora
England,Estonia,84.0,64.0,casa
Liechtenstein,Sweden,62.0,73.0,fora
North Macedonia,Ukraine,63.0,79.0,fora
Moldova,Russia,63.0,81.0,fora
Montenegro,Austria,53.0,72.0,fora
Morocco,Côte d'Ivoire,70.0,70.0,empate
Slovakia,Belarus,72.0,70.0,casa
Slovenia,Lithuania,83.0,74.0,casa
Spain,Luxembourg,86.0,65.0,casa
Azerbaijan,Italy,55.0,84.0,fora
Bosnia and Herzegovina,Wales,82.0,73.0,casa
Croatia,Bulgaria,81.0,72.0,casa
Czech Republic,Turkey,85.0,80.0,casa
Iceland,Latvia,65.0,66.0,fora
USA,Mexico,80.0,80.0,empate
Denmark,France,76.0,85.0,fora
Finland,Northern Ireland,72.0,68.0,casa
Germany,Georgia,90.0,72.0,casa
Greece,Hungary,78.0,73.0,casa
Nigeria,Cameroon,81.0,78.0,casa
Poland,Republic of Ireland,79.0,75.0,casa
Serbia,Portugal,75.0,81.0,fora
Austria,Liechtenstein,72.0,62.0,casa
Belarus,North Macedonia,70.0,63.0,casa
Estonia,Switzerland,64.0,82.0,fora
Gabon,Congo DR,67.0,68.0,fora
Lithuania,England,74.0,84.0,fora
Luxembourg,Slovakia,65.0,72.0,fora
Russia,Montenegro,81.0,53.0,casa
Sweden,Moldova,73.0,63.0,casa
Ukraine,Spain,79.0,86.0,fora
Algeria,Senegal,68.0,68.0,empate
Belgium,Israel,86.0,64.0,casa
Brazil,Venezuela,83.0,71.0,casa
Bulgaria,Azerbaijan,72.0,55.0,casa
Congo,Benin,65.0,66.0,fora
Ecuador,Bolivia,72.0,63.0,casa
Italy,Norway,84.0,73.0,casa
Korea Republic,Jamaica,75.0,67.0,casa
Netherlands,Czech Republic,82.0,85.0,fora
Oman,India,71.0,65.0,casa
Paraguay,Argentina,75.0,79.0,fora
Peru,Chile,73.0,83.0,fora
Turkey,Iceland,80.0,65.0,casa
Uruguay,Colombia,82.0,78.0,casa
Cameroon,Congo,78.0,65.0,casa
Ghana,Côte d'Ivoire,70.0,70.0,empate
Côte d'Ivoire,Ghana,70.0,70.0,empate
Congo,Cameroon,65.0,78.0,fora
Estonia,Georgia,64.0,72.0,fora
Mozambique,Gabon,63.0,67.0,fora
Australia,Kyrgyz Republic,78.0,70.0,casa
Bolivia,Venezuela,63.0,71.0,fora
Chile,Colombia,83.0,78.0,casa
Ecuador,Uruguay,72.0,82.0,fora
North Macedonia,Montenegro,63.0,53.0,casa
Morocco,Equatorial Guinea,70.0,63.0,casa
Norway,Hungary,73.0,73.0,empate
Oman,New Zealand,71.0,66.0,casa
Argentina,Brazil,79.0,83.0,fora
Belgium,Italy,86.0,84.0,casa
Bosnia and Herzegovina,Republic of Ireland,82.0,75.0,casa
Costa Rica,Haiti,79.0,75.0,casa
Czech Republic,Serbia,85.0,75.0,casa
France,Germany,85.0,90.0,fora
Kenya,Cabo Verde,68.0,61.0,casa
Luxembourg,Greece,65.0,78.0,fora
Northern Ireland,Latvia,68.0,66.0,casa
Peru,Paraguay,73.0,75.0,fora
Poland,Iceland,79.0,65.0,casa
Slovakia,Switzerland,72.0,82.0,fora
Spain,England,86.0,84.0,casa
Wales,Netherlands,73.0,82.0,fora
Gabon,Mozambique,67.0,63.0,casa
Russia,Portugal,81.0,81.0,empate
Sweden,Denmark,73.0,76.0,fora
Ukraine,Slovenia,79.0,83.0,fora
Equatorial Guinea,Morocco,63.0,70.0,fora
Hungary,Norway,73.0,73.0,empate
Albania,Georgia,73.0,72.0,casa
Republic of Ireland,Bosnia and Herzegovina,75.0,82.0,fora
Austria,Switzerland,72.0,82.0,fora
Azerbaijan,Moldova,55.0,63.0,fora
Brazil,Peru,83.0,73.0,casa
Cabo Verde,Kenya,61.0,68.0,fora
Colombia,Argentina,78.0,79.0,fora
Denmark,Sweden,76.0,73.0,casa
England,France,84.0,85.0,fora
Italy,Romania,84.0,76.0,casa
Luxembourg,Portugal,65.0,81.0,fora
North Macedonia,Lebanon,63.0,58.0,casa
Paraguay,Bolivia,75.0,63.0,casa
Poland,Czech Republic,79.0,85.0,fora
Russia,Croatia,81.0,81.0,empate
Slovakia,Iceland,72.0,65.0,casa
Slovenia,Ukraine,83.0,79.0,casa
Turkey,Greece,80.0,78.0,casa
Uruguay,Chile,82.0,83.0,fora
Venezuela,Ecuador,71.0,72.0,fora
Sweden,Estonia,73.0,64.0,casa
Sweden,Finland,73.0,72.0,casa
Finland,Iceland,72.0,65.0,casa
Gabon,Morocco,67.0,70.0,fora
Morocco,Côte d'Ivoire,70.0,70.0,empate
Côte d'Ivoire,Gabon,70.0,67.0,casa
Cameroon,Congo DR,78.0,68.0,casa
Cameroon,Côte d'Ivoire,78.0,70.0,casa
USA,Iceland,80.0,65.0,casa
Mali,Côte d'Ivoire,72.0,70.0,casa
Congo DR,Mali,68.0,72.0,fora
Croatia,Israel,81.0,64.0,casa
Poland,Serbia,79.0,75.0,casa
Romania,Lithuania,76.0,74.0,casa
Slovenia,North Macedonia,83.0,63.0,casa
Bolivia,Colombia,63.0,78.0,fora
Chile,Argentina,83.0,79.0,casa
Czech Republic,Scotland,85.0,76.0,casa
Denmark,Iceland,76.0,65.0,casa
Ecuador,Paraguay,72.0,75.0,fora
Estonia,Norway,64.0,73.0,fora
Ghana,Mozambique,70.0,63.0,casa
Greece,Montenegro,78.0,53.0,casa
IR Iran,India,68.0,65.0,casa
Italy,Spain,84.0,86.0,fora
Korea Republic,Lebanon,75.0,58.0,casa
Peru,Venezuela,73.0,71.0,casa
Turkey,Sweden,80.0,73.0,casa
Wales,Northern Ireland,73.0,68.0,casa
Brazil,Uruguay,83.0,82.0,casa
Canada,Mexico,63.0,80.0,fora
Guatemala,USA,68.0,80.0,fora
Republic of Ireland,Switzerland,75.0,82.0,fora
Jamaica,Costa Rica,67.0,79.0,fora
Luxembourg,Bosnia and Herzegovina,65.0,82.0,fora
Mali,Equatorial Guinea,72.0,63.0,casa
Netherlands,France,82.0,85.0,fora
Nigeria,Egypt,81.0,72.0,casa
Portugal,Bulgaria,81.0,72.0,casa
Slovakia,Latvia,72.0,66.0,casa
Austria,Albania,72.0,73.0,fora
Cameroon,South Africa,78.0,78.0,empate
Cabo Verde,Morocco,61.0,70.0,fora
Germany,England,90.0,84.0,casa
Hungary,Croatia,73.0,81.0,fora
Poland,Finland,79.0,72.0,casa
Russia,Lithuania,81.0,74.0,casa
Mozambique,Ghana,63.0,70.0,fora
Romania,Spain,76.0,86.0,fora
Equatorial Guinea,Mali,63.0,72.0,fora
Northern Ireland,Slovenia,68.0,83.0,fora
Ukraine,Wales,79.0,73.0,casa
Argentina,Bolivia,79.0,63.0,casa
Austria,Turkey,72.0,80.0,fora
Colombia,Ecuador,78.0,72.0,casa
Costa Rica,Jamaica,79.0,67.0,casa
Egypt,Nigeria,72.0,81.0,fora
England,Netherlands,84.0,82.0,casa
Estonia,Serbia,64.0,75.0,fora
France,Russia,85.0,81.0,casa
Germany,Italy,90.0,84.0,casa
Greece,Iceland,78.0,65.0,casa
IR Iran,Oman,68.0,71.0,fora
Republic of Ireland,Slovakia,75.0,72.0,casa
Luxembourg,Albania,65.0,73.0,fora
North Macedonia,Bulgaria,63.0,72.0,fora
Mexico,Canada,80.0,63.0,casa
Montenegro,Belarus,53.0,70.0,fora
Morocco,Cabo Verde,70.0,61.0,casa
Norway,Finland,73.0,72.0,casa
Paraguay,Brazil,75.0,83.0,fora
Portugal,Belgium,81.0,86.0,fora
Scotland,Denmark,76.0,76.0,empate
South Africa,Cameroon,78.0,78.0,empate
Sweden,Czech Republic,73.0,85.0,fora
Switzerland,Bosnia and Herzegovina,82.0,82.0,empate
Uruguay,Peru,82.0,73.0,casa
USA,Guatemala,80.0,68.0,casa
Venezuela,Chile,71.0,83.0,fora
Hungary,Côte d'Ivoire,73.0,70.0,casa
England,Turkey,84.0,80.0,casa
Puerto Rico,USA,66.0,80.0,fora
Romania,Congo DR,76.0,68.0,casa
Croatia,Moldova,81.0,63.0,casa
England,Australia,84.0,78.0,casa
Republic of Ireland,Netherlands,75.0,82.0,fora
Morocco,Congo,70.0,65.0,casa
Nigeria,Mali,81.0,72.0,casa
Northern Ireland,Belarus,68.0,70.0,fora
Slovakia,Georgia,72.0,72.0,empate
Costa Rica,Venezuela,79.0,71.0,casa
Mexico,Paraguay,80.0,75.0,casa
Switzerland,Belgium,82.0,86.0,fora
Azerbaijan,North Macedonia,55.0,63.0,fora
Bosnia and Herzegovina,Spain,82.0,86.0,fora
Germany,Slovakia,90.0,72.0,casa
Italy,Scotland,84.0,76.0,casa
Lithuania,Estonia,74.0,64.0,casa
Portugal,Norway,81.0,73.0,casa
Romania,Ukraine,76.0,79.0,fora
Turkey,Montenegro,80.0,53.0,casa
France,Cameroon,85.0,78.0,casa
Sweden,Slovenia,73.0,83.0,fora
Republic of Ireland,Belarus,75.0,70.0,casa
Luxembourg,Nigeria,65.0,81.0,fora
Serbia,Israel,75.0,64.0,casa
Belgium,Finland,86.0,72.0,casa
Czech Republic,Russia,85.0,81.0,casa
Latvia,Lithuania,66.0,74.0,fora
Norway,Iceland,73.0,65.0,casa
Poland,Netherlands,79.0,82.0,fora
Spain,Korea Republic,86.0,75.0,casa
England,Portugal,84.0,81.0,casa
North Macedonia,IR Iran,63.0,68.0,fora
Albania,Ukraine,73.0,79.0,fora
Azerbaijan,Canada,55.0,63.0,fora
Bosnia and Herzegovina,Denmark,82.0,76.0,casa
Romania,Georgia,76.0,72.0,casa
Switzerland,Moldova,82.0,63.0,casa
USA,Colombia,80.0,78.0,casa
Australia,Greece,78.0,78.0,empate
Austria,Netherlands,72.0,82.0,fora
Brazil,Ecuador,83.0,72.0,casa
Costa Rica,Paraguay,79.0,75.0,casa
Estonia,Latvia,64.0,66.0,fora
France,Scotland,85.0,76.0,casa
Germany,Hungary,90.0,73.0,casa
Haiti,Peru,75.0,73.0,casa
Côte d'Ivoire,Gabon,70.0,67.0,casa
Slovakia,Northern Ireland,72.0,68.0,casa
Belgium,Norway,86.0,73.0,casa
Czech Republic,Korea Republic,85.0,75.0,casa
Jamaica,Venezuela,67.0,71.0,fora
Kenya,Congo,68.0,65.0,casa
Mexico,Uruguay,80.0,82.0,fora
Russia,Serbia,81.0,75.0,casa
Slovenia,Turkey,83.0,80.0,casa
Sweden,Wales,73.0,73.0,empate
Argentina,Chile,79.0,83.0,fora
Iceland,Liechtenstein,65.0,62.0,casa
Italy,Finland,84.0,72.0,casa
Poland,Lithuania,79.0,74.0,casa
Australia,Greece,78.0,78.0,empate
Bulgaria,Denmark,72.0,76.0,fora
Colombia,Paraguay,78.0,75.0,casa
IR Iran,Kyrgyz Republic,68.0,70.0,fora
Spain,Georgia,86.0,72.0,casa
USA,Costa Rica,80.0,79.0,casa
Brazil,Haiti,83.0,75.0,casa
Ecuador,Peru,72.0,73.0,fora
Portugal,Estonia,81.0,64.0,casa
Mexico,Jamaica,80.0,67.0,casa
Uruguay,Venezuela,82.0,71.0,casa
Chile,Bolivia,83.0,63.0,casa
France,Romania,85.0,76.0,casa
Albania,Switzerland,73.0,82.0,fora
Colombia,Costa Rica,78.0,79.0,fora
England,Russia,84.0,81.0,casa
USA,Paraguay,80.0,75.0,casa
Wales,Slovakia,73.0,72.0,casa
Benin,Equatorial Guinea,66.0,63.0,casa
Brazil,Peru,83.0,73.0,casa
Ecuador,Haiti,72.0,75.0,fora
Germany,Ukraine,90.0,79.0,casa
Poland,Northern Ireland,79.0,68.0,casa
Turkey,Croatia,80.0,81.0,fora
Belgium,Italy,86.0,84.0,casa
Republic of Ireland,Sweden,75.0,73.0,casa
Mexico,Venezuela,80.0,71.0,casa
Spain,Czech Republic,86.0,85.0,casa
Uruguay,Jamaica,82.0,67.0,casa
Argentina,Bolivia,79.0,63.0,casa
Austria,Hungary,72.0,73.0,fora
Portugal,Iceland,81.0,65.0,casa
France,Albania,85.0,73.0,casa
Romania,Switzerland,76.0,82.0,fora
Russia,Slovakia,81.0,72.0,casa
England,Wales,84.0,73.0,casa
Germany,Poland,90.0,79.0,casa
Ukraine,Northern Ireland,79.0,68.0,casa
USA,Ecuador,80.0,72.0,casa
Czech Republic,Croatia,85.0,81.0,casa
Italy,Sweden,84.0,73.0,casa
Peru,Colombia,73.0,78.0,fora
Spain,Turkey,86.0,80.0,casa
Argentina,Venezuela,79.0,71.0,casa
Belgium,Republic of Ireland,86.0,75.0,casa
Iceland,Hungary,65.0,73.0,fora
Mexico,Chile,80.0,83.0,fora
Portugal,Austria,81.0,72.0,casa
Congo DR,Mozambique,68.0,63.0,casa
France,Switzerland,85.0,82.0,casa
Romania,Albania,76.0,73.0,casa
Russia,Wales,81.0,73.0,casa
Slovakia,England,72.0,84.0,fora
Croatia,Spain,81.0,86.0,fora
Czech Republic,Turkey,85.0,80.0,casa
Northern Ireland,Germany,68.0,90.0,fora
Ukraine,Poland,79.0,79.0,empate
USA,Argentina,80.0,79.0,casa
Colombia,Chile,78.0,83.0,fora
Hungary,Portugal,73.0,81.0,fora
Iceland,Austria,65.0,72.0,fora
Italy,Republic of Ireland,84.0,75.0,casa
Sweden,Belgium,73.0,86.0,fora
Croatia,Portugal,81.0,81.0,empate
Switzerland,Poland,82.0,79.0,casa
USA,Colombia,80.0,78.0,casa
Wales,Northern Ireland,73.0,68.0,casa
Argentina,Chile,79.0,83.0,fora
France,Republic of Ireland,85.0,75.0,casa
Germany,Slovakia,90.0,72.0,casa
Hungary,Belgium,73.0,86.0,fora
England,Iceland,84.0,65.0,casa
Italy,Spain,84.0,86.0,fora
Poland,Portugal,79.0,81.0,fora
Wales,Belgium,73.0,86.0,fora
Germany,Italy,90.0,84.0,casa
France,Iceland,85.0,65.0,casa
Portugal,Wales,81.0,73.0,casa
France,Germany,85.0,90.0,fora
France,Portugal,85.0,81.0,casa
Albania,Morocco,73.0,70.0,casa
Denmark,Liechtenstein,76.0,62.0,casa
Germany,Finland,90.0,72.0,casa
Republic of Ireland,Oman,75.0,71.0,casa
Norway,Belarus,73.0,70.0,casa
Turkey,Russia,80.0,81.0,fora
Argentina,Uruguay,82.0,83.0,fora
Belgium,Spain,89.0,90.0,fora
Bolivia,Peru,66.0,74.0,fora
Colombia,Venezuela,79.0,72.0,casa
Ecuador,Brazil,74.0,83.0,fora
Italy,France,88.0,88.0,empate
Korea Republic,China PR,74.0,73.0,casa
Netherlands,Greece,81.0,82.0,fora
Paraguay,Chile,76.0,85.0,fora
Latvia,Luxembourg,66.0,66.0,empate
India,Puerto Rico,65.0,67.0,fora
Congo DR,Central African Republic,69.0,60.0,casa
Czech Republic,Northern Ireland,88.0,70.0,casa
Lithuania,Slovenia,78.0,87.0,fora
Norway,Germany,77.0,92.0,fora
Romania,Montenegro,77.0,55.0,casa
Slovakia,England,73.0,84.0,fora
Albania,North Macedonia,75.0,70.0,casa
Croatia,Turkey,83.0,81.0,casa
Finland,Kosovo,78.0,72.0,casa
Georgia,Austria,73.0,75.0,fora
Serbia,Republic of Ireland,76.0,76.0,empate
Spain,Liechtenstein,90.0,64.0,casa
Ukraine,Iceland,80.0,67.0,casa
Belarus,France,69.0,88.0,fora
Bosnia and Herzegovina,Estonia,83.0,63.0,casa
Brazil,Colombia,83.0,79.0,casa
Bulgaria,Luxembourg,74.0,66.0,casa
Cameroon,Gabon,80.0,72.0,casa
Chile,Bolivia,85.0,66.0,casa
China PR,IR Iran,73.0,71.0,casa
Kyrgyz Republic,Philippines,69.0,65.0,casa
Peru,Ecuador,74.0,74.0,empate
Russia,Ghana,80.0,69.0,casa
South Africa,Egypt,76.0,73.0,casa
Sweden,Netherlands,73.0,81.0,fora
Switzerland,Portugal,84.0,84.0,empate
Uruguay,Paraguay,83.0,76.0,casa
Venezuela,Argentina,72.0,82.0,fora
